wall_id,materials,total_thickness,total_r_value,total_u_value,total_embodied_carbon,heat_transfer,total_cost
1648,"[{'material': 'Plywood', 'thickness': np.float64(0.023), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.576), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}, {'material': 'Straw board', 'thickness': np.float64(0.022), 'density': np.float64(310.0), 'conductivity': np.float64(0.057), 'u_value': np.float64(2.591), 'embodied_carbon_coefficient': np.float64(0.1), 'cost': np.float64(10.5), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#aeabad'}, {'material': 'Timber', 'thickness': np.float64(0.027), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.667), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.072,0.893,12.834,24.733,11.198,51.7
1649,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.076), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.417), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Glass Wool (unbonded)', 'thickness': np.float64(0.052), 'density': np.float64(69.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.827), 'embodied_carbon_coefficient': np.float64(1.35), 'cost': np.float64(5.78), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#707372'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.14,1.328,54.722,159.576,7.53,67.4
1650,"[{'material': 'Cement plaster', 'thickness': np.float64(0.01), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(71.429), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Cork slab', 'thickness': np.float64(0.075), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.587), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.096,1.74,119.635,17.418,5.747,39.56
1651,"[{'material': 'Timber', 'thickness': np.float64(0.025), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.882), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.063), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(5.319), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Cement plaster', 'thickness': np.float64(0.011), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(66.667), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}]",0.099,0.55,74.868,24.707,18.182,45.67
1652,"[{'material': 'Timber', 'thickness': np.float64(0.033), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.183), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Foam glass', 'thickness': np.float64(0.026), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(2.155), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Plywood', 'thickness': np.float64(0.024), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(7.246), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.083,1.06,11.584,30.926,9.434,113.47
1653,"[{'material': 'Cement plaster', 'thickness': np.float64(0.01), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(71.429), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Cork slab', 'thickness': np.float64(0.072), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.611), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Solid concrete block 25/50', 'thickness': np.float64(0.15), 'density': np.float64(2427.0), 'conductivity': np.float64(1.396), 'u_value': np.float64(9.346), 'embodied_carbon_coefficient': np.float64(0.073), 'cost': np.float64(16.49), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#c0a6ab'}, {'material': 'Timber', 'thickness': np.float64(0.029), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.481), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.261,2.16,83.867,50.464,4.63,70.79
1654,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.076), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(10.417), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.026), 'density': np.float64(64.0), 'conductivity': np.float64(0.038), 'u_value': np.float64(1.462), 'embodied_carbon_coefficient': np.float64(2.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Timber', 'thickness': np.float64(0.028), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.571), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.13,1.169,14.45,163.987,8.554,81.37
1655,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.031), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(25.641), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.046), 'density': np.float64(150.0), 'conductivity': np.float64(0.043), 'u_value': np.float64(0.935), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Timber', 'thickness': np.float64(0.029), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.481), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.106,1.512,29.057,78.852,6.614,92.61
1656,"[{'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Foam glass', 'thickness': np.float64(0.083), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(0.675), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Plywood', 'thickness': np.float64(0.007), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(25.0), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.103,1.54,81.231,32.193,6.494,102.49
1657,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.094), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(8.403), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.08), 'density': np.float64(64.0), 'conductivity': np.float64(0.038), 'u_value': np.float64(0.475), 'embodied_carbon_coefficient': np.float64(2.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Timber', 'thickness': np.float64(0.024), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(3.003), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.198,2.557,11.881,205.274,3.911,81.37
1658,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.07), 'density': np.float64(24.0), 'conductivity': np.float64(0.036), 'u_value': np.float64(0.514), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.013), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(40.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.095,1.992,83.992,9.492,5.02,18.95
1659,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.05), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(15.873), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Foam glass', 'thickness': np.float64(0.05), 'density': np.float64(127.0), 'conductivity': np.float64(0.056), 'u_value': np.float64(1.12), 'embodied_carbon_coefficient': np.float64(1.26), 'cost': np.float64(72.27), 'recyclability': np.int64(4), 'bio_based': np.False_, 'color': '#848788'}, {'material': 'Timber', 'thickness': np.float64(0.028), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.571), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.128,1.345,19.564,117.008,7.435,148.63
1660,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.038), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(20.833), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Rock wool (unbonded)', 'thickness': np.float64(0.048), 'density': np.float64(92.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.979), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(16.25), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#c1c1c3'}, {'material': 'Timber', 'thickness': np.float64(0.033), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.183), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}]",0.119,1.527,23.995,91.533,6.549,92.61
1661,"[{'material': 'Cement plaster', 'thickness': np.float64(0.013), 'density': np.float64(1762.0), 'conductivity': np.float64(0.721), 'u_value': np.float64(55.556), 'embodied_carbon_coefficient': np.float64(0.63), 'cost': np.float64(10.73), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#6d6d6c'}, {'material': 'Soft board', 'thickness': np.float64(0.05), 'density': np.float64(249.0), 'conductivity': np.float64(0.047), 'u_value': np.float64(0.94), 'embodied_carbon_coefficient': np.float64(0.5), 'cost': np.float64(20.5), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#b2afb0'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.015), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(34.483), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.078,1.111,90.979,25.343,9.001,38.2
1662,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.104), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(7.576), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.051), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(0.824), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.011), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(47.619), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.166,1.367,56.019,219.835,7.315,66.63
1663,"[{'material': 'Profiled Clay Tile Pananel', 'thickness': np.float64(0.061), 'density': np.float64(1892.0), 'conductivity': np.float64(0.789), 'u_value': np.float64(12.987), 'embodied_carbon_coefficient': np.float64(1.05), 'cost': np.float64(54.65), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#7a7975'}, {'material': 'Expanded polystyrene', 'thickness': np.float64(0.082), 'density': np.float64(24.0), 'conductivity': np.float64(0.335), 'u_value': np.float64(4.082), 'embodied_carbon_coefficient': np.float64(2.55), 'cost': np.float64(13.23), 'recyclability': np.int64(1), 'bio_based': np.False_, 'color': '#787b7b'}, {'material': 'Plywood', 'thickness': np.float64(0.018), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(9.709), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.161,0.425,26.778,137.721,23.529,87.37
1664,"[{'material': 'Timber', 'thickness': np.float64(0.034), 'density': np.float64(480.0), 'conductivity': np.float64(0.072), 'u_value': np.float64(2.119), 'embodied_carbon_coefficient': np.float64(0.72), 'cost': np.float64(21.71), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#6f706e'}, {'material': 'Cork slab', 'thickness': np.float64(0.09), 'density': np.float64(192.0), 'conductivity': np.float64(0.044), 'u_value': np.float64(0.489), 'embodied_carbon_coefficient': np.float64(0.2), 'cost': np.float64(21.86), 'recyclability': np.int64(5), 'bio_based': np.True_, 'color': '#a2a3a5'}, {'material': 'Gypsum plaster', 'thickness': np.float64(0.012), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(43.478), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}]",0.136,2.54,46.086,18.956,3.937,50.54
1665,"[{'material': 'Gypsum plaster', 'thickness': np.float64(0.013), 'density': np.float64(1120.0), 'conductivity': np.float64(0.512), 'u_value': np.float64(40.0), 'embodied_carbon_coefficient': np.float64(0.279), 'cost': np.float64(6.97), 'recyclability': np.int64(3), 'bio_based': np.False_, 'color': '#6b6b6a'}, {'material': 'Resin bonded mineral Wool', 'thickness': np.float64(0.041), 'density': np.float64(48.0), 'conductivity': np.float64(0.042), 'u_value': np.float64(1.025), 'embodied_carbon_coefficient': np.float64(4.0), 'cost': np.float64(5.01), 'recyclability': np.int64(2), 'bio_based': np.False_, 'color': '#aba8ab'}, {'material': 'Plywood', 'thickness': np.float64(0.013), 'density': np.float64(640.0), 'conductivity': np.float64(0.174), 'u_value': np.float64(13.333), 'embodied_carbon_coefficient': np.float64(1.0), 'cost': np.float64(19.49), 'recyclability': np.int64(4), 'bio_based': np.True_, 'color': '#717171'}]",0.067,1.076,54.358,20.254,9.294,31.47
